"","StationCode","StationName","SampleDate","anomaly","Year","Month","parameters","Values"
"35","PHB","Port Hacking",1953-07-05,0.227657163464158,1953,3.66566666666667,"Salinity_psu",35.516
"36","PHB","Port Hacking",1953-07-05,NA,1953,3.66566666666667,"Nitrate_umolL",NA
"37","PHB","Port Hacking",1953-07-05,NA,1953,3.66566666666667,"Silicate_umolL",NA
"38","PHB","Port Hacking",1953-07-14,-0.845983809450884,1953,3.66566666666667,"Phosphate_umolL",0.16
"39","PHB","Port Hacking",1953-07-14,-0.442255869936201,1953,3.66566666666667,"Temperature_degC",16.8
"40","PHB","Port Hacking",1953-07-14,-0.352429551903632,1953,3.66566666666667,"Temperature_degC",17
"41","PHB","Port Hacking",1953-07-14,0.0797050815835362,1953,3.66566666666667,"Salinity_psu",35.498
"42","PHB","Port Hacking",1953-07-14,0.523561327225401,1953,3.66566666666667,"Salinity_psu",35.552
"43","PHB","Port Hacking",1953-07-14,NA,1953,3.66566666666667,"Nitrate_umolL",NA
"44","PHB","Port Hacking",1953-07-14,NA,1953,3.66566666666667,"Silicate_umolL",NA
"45","PHB","Port Hacking",1953-08-02,-0.693067316591499,1953,4.18933333333333,"Phosphate_umolL",0.19
"46","PHB","Port Hacking",1953-08-02,-0.532082187968771,1953,4.18933333333333,"Temperature_degC",16.6
"47","PHB","Port Hacking",1953-08-02,-0.489178659445653,1953,4.18933333333333,"Phosphate_umolL",0.23
"48","PHB","Port Hacking",1953-08-02,-0.487169028952487,1953,4.18933333333333,"Temperature_degC",16.7
"49","PHB","Port Hacking",1953-08-02,0.671513409106023,1953,4.18933333333333,"Salinity_psu",35.57
"50","PHB","Port Hacking",1953-08-02,0.967417572867266,1953,4.18933333333333,"Salinity_psu",35.606
"51","PHB","Port Hacking",1953-08-02,NA,1953,4.18933333333333,"Nitrate_umolL",NA
"52","PHB","Port Hacking",1953-08-02,NA,1953,4.18933333333333,"Silicate_umolL",NA
"53","PHB","Port Hacking",1953-09-03,-0.801561142066482,1953,4.713,"Temperature_degC",16
"54","PHB","Port Hacking",1953-09-03,-0.512103245938892,1953,4.713,"Salinity_psu",35.426
"55","PHB","Port Hacking",1953-09-03,-0.0360372721150134,1953,4.713,"Nitrate_umolL",2.5
"56","PHB","Port Hacking",1953-09-03,0.0613335618859797,1953,4.713,"Nitrate_umolL",2.8
"57","PHB","Port Hacking",1953-09-03,0.37560924534478,1953,4.713,"Salinity_psu",35.534
"58","PHB","Port Hacking",1953-09-03,0.479292461997118,1953,4.713,"Phosphate_umolL",0.42
"59","PHB","Port Hacking",1953-09-03,NA,1953,4.713,"Phosphate_umolL",NA
"60","PHB","Port Hacking",1953-09-03,NA,1953,4.713,"Silicate_umolL",NA
"61","PHB","Port Hacking",1953-09-07,-0.801561142066482,1953,4.713,"Temperature_degC",16
"62","PHB","Port Hacking",1953-09-07,-0.711734824033912,1953,4.713,"Temperature_degC",16.2
"63","PHB","Port Hacking",1953-09-07,-0.489178659445653,1953,4.713,"Phosphate_umolL",0.23
"64","PHB","Port Hacking",1953-09-07,-0.360606718784991,1953,4.713,"Nitrate_umolL",1.5
"65","PHB","Port Hacking",1953-09-07,-0.230778940117,1953,4.713,"Nitrate_umolL",1.9
"66","PHB","Port Hacking",1953-09-07,-0.0304291808674981,1953,4.713,"Phosphate_umolL",0.32
"67","PHB","Port Hacking",1953-09-07,0.0797050815835362,1953,4.713,"Salinity_psu",35.498
"68","PHB","Port Hacking",1953-09-07,NA,1953,4.713,"Silicate_umolL",NA
"69","PHB","Port Hacking",1953-09-16,-0.998900302310269,1953,4.713,"Phosphate_umolL",0.13
"70","PHB","Port Hacking",1953-09-16,-0.845983809450884,1953,4.713,"Phosphate_umolL",0.16
"71","PHB","Port Hacking",1953-09-16,-0.844215194323257,1953,4.713,"Nitrate_umolL",0.01
"72","PHB","Port Hacking",1953-09-16,-0.816226969804595,1953,4.713,"Salinity_psu",35.389
"73","PHB","Port Hacking",1953-09-16,-0.801561142066482,1953,4.713,"Temperature_degC",16
"74","PHB","Port Hacking",1953-09-16,-0.65271922078797,1953,4.713,"Nitrate_umolL",0.6
"75","PHB","Port Hacking",1953-09-16,-0.621908506001342,1953,4.713,"Temperature_degC",16.4
"76","PHB","Port Hacking",1953-09-16,NA,1953,4.713,"Silicate_umolL",NA
"77","PHB","Port Hacking",1953-10-05,-0.998900302310269,1953,5.23666666666667,"Phosphate_umolL",0.13
"78","PHB","Port Hacking",1953-10-05,-0.693067316591499,1953,5.23666666666667,"Phosphate_umolL",0.19
"79","PHB","Port Hacking",1953-10-05,-0.620262276120972,1953,5.23666666666667,"Nitrate_umolL",0.7
"80","PHB","Port Hacking",1953-10-05,-0.490434497452981,1953,5.23666666666667,"Nitrate_umolL",1.1
"81","PHB","Port Hacking",1953-10-05,-0.352429551903632,1953,5.23666666666667,"Temperature_degC",17
"82","PHB","Port Hacking",1953-10-05,-0.216199082177649,1953,5.23666666666667,"Salinity_psu",35.462
"83","PHB","Port Hacking",1953-10-05,-0.172776915838492,1953,5.23666666666667,"Temperature_degC",17.4
"84","PHB","Port Hacking",1953-10-05,NA,1953,5.23666666666667,"Silicate_umolL",NA
"85","PHB","Port Hacking",1953-10-27,-1.61056627374781,1953,5.23666666666667,"Phosphate_umolL",0.01
"86","PHB","Port Hacking",1953-10-27,-0.782546999455961,1953,5.23666666666667,"Nitrate_umolL",0.2
"87","PHB","Port Hacking",1953-10-27,-0.717633110121965,1953,5.23666666666667,"Nitrate_umolL",0.4
"88","PHB","Port Hacking",1953-10-27,0.0797050815835362,1953,5.23666666666667,"Salinity_psu",35.498
"89","PHB","Port Hacking",1953-10-27,0.227657163464158,1953,5.23666666666667,"Salinity_psu",35.516
"90","PHB","Port Hacking",1953-10-27,0.321267833340643,1953,5.23666666666667,"Temperature_degC",18.5
"91","PHB","Port Hacking",1953-10-27,0.456007310389499,1953,5.23666666666667,"Temperature_degC",18.8
"92","PHB","Port Hacking",1953-10-27,NA,1953,5.23666666666667,"Silicate_umolL",NA
"93","PHB","Port Hacking",1953-11-09,-1.15181679516965,1953,5.76033333333333,"Phosphate_umolL",0.1
"94","PHB","Port Hacking",1953-11-09,-0.998900302310269,1953,5.76033333333333,"Phosphate_umolL",0.13
"95","PHB","Port Hacking",1953-11-09,-0.844215194323257,1953,5.76033333333333,"Nitrate_umolL",0.01
"96","PHB","Port Hacking",1953-11-09,-0.750090054788963,1953,5.76033333333333,"Nitrate_umolL",0.3
"97","PHB","Port Hacking",1953-11-09,-0.172776915838492,1953,5.76033333333333,"Temperature_degC",17.4
"98","PHB","Port Hacking",1953-11-09,0.37560924534478,1953,5.76033333333333,"Salinity_psu",35.534
"99","PHB","Port Hacking",1953-11-09,0.671513409106023,1953,5.76033333333333,"Salinity_psu",35.57
"100","PHB","Port Hacking",1953-11-09,NA,1953,5.76033333333333,"Silicate_umolL",NA
"101","PHB","Port Hacking",1954-09-23,-1.70393946108832,1954,4.713,"Salinity_psu",35.281
"102","PHB","Port Hacking",1954-09-23,-1.3557054523155,1954,4.713,"Phosphate_umolL",0.06
"103","PHB","Port Hacking",1954-09-23,-0.964179051685217,1954,4.713,"Salinity_psu",35.371
"104","PHB","Port Hacking",1954-09-23,-0.845983809450884,1954,4.713,"Phosphate_umolL",0.16
"105","PHB","Port Hacking",1954-09-23,-0.844215194323257,1954,4.713,"Nitrate_umolL",0.01
"106","PHB","Port Hacking",1954-09-23,-0.555348386786977,1954,4.713,"Nitrate_umolL",0.9
"107","PHB","Port Hacking",1954-09-23,-0.307516392887346,1954,4.713,"Temperature_degC",17.1
"108","PHB","Port Hacking",1954-09-23,-0.172776915838492,1954,4.713,"Temperature_degC",17.4
"109","PHB","Port Hacking",1954-09-23,NA,1954,4.713,"Silicate_umolL",NA
"110","PHB","Port Hacking",1954-09-30,-0.844215194323257,1954,4.713,"Nitrate_umolL",0.01
"111","PHB","Port Hacking",1954-09-30,-0.36415116405827,1954,4.713,"Salinity_psu",35.444
"112","PHB","Port Hacking",1954-09-30,-0.216199082177649,1954,4.713,"Salinity_psu",35.462
"113","PHB","Port Hacking",1954-09-30,-0.0304291808674981,1954,4.713,"Phosphate_umolL",0.32
"114","PHB","Port Hacking",1954-09-30,0.00687572022664856,1954,4.713,"Temperature_degC",17.8
"115","PHB","Port Hacking",1954-09-30,0.141615197275504,1954,4.713,"Temperature_degC",18.1
"116","PHB","Port Hacking",1954-09-30,0.479292461997118,1954,4.713,"Phosphate_umolL",0.42
"117","PHB","Port Hacking",1954-09-30,NA,1954,4.713,"Silicate_umolL",NA
"118","PHB","Port Hacking",1954-10-11,-0.844215194323257,1954,5.23666666666667,"Nitrate_umolL",0.01
"119","PHB","Port Hacking",1954-10-11,-0.816226969804595,1954,5.23666666666667,"Salinity_psu",35.389
"120","PHB","Port Hacking",1954-10-11,-0.36415116405827,1954,5.23666666666667,"Salinity_psu",35.444
"121","PHB","Port Hacking",1954-10-11,-0.336262166586268,1954,5.23666666666667,"Phosphate_umolL",0.26
"122","PHB","Port Hacking",1954-10-11,-0.307516392887346,1954,5.23666666666667,"Temperature_degC",17.1
"123","PHB","Port Hacking",1954-10-11,-0.183345673726883,1954,5.23666666666667,"Phosphate_umolL",0.29
"124","PHB","Port Hacking",1954-10-11,0.186528356291788,1954,5.23666666666667,"Temperature_degC",18.2
"125","PHB","Port Hacking",1954-10-11,NA,1954,5.23666666666667,"Silicate_umolL",NA
"126","PHB","Port Hacking",1954-10-25,-1.70393946108832,1954,5.23666666666667,"Salinity_psu",35.281
"127","PHB","Port Hacking",1954-10-25,-1.40803529732708,1954,5.23666666666667,"Salinity_psu",35.317
"128","PHB","Port Hacking",1954-10-25,-0.998900302310269,1954,5.23666666666667,"Phosphate_umolL",0.13
"129","PHB","Port Hacking",1954-10-25,-0.717633110121965,1954,5.23666666666667,"Nitrate_umolL",0.4
"130","PHB","Port Hacking",1954-10-25,-0.489178659445653,1954,5.23666666666667,"Phosphate_umolL",0.23
"131","PHB","Port Hacking",1954-10-25,-0.397342710919917,1954,5.23666666666667,"Temperature_degC",16.9
"132","PHB","Port Hacking",1954-10-25,-0.360606718784991,1954,5.23666666666667,"Nitrate_umolL",1.5
"133","PHB","Port Hacking",1954-10-25,-0.262603233871062,1954,5.23666666666667,"Temperature_degC",17.2
"134","PHB","Port Hacking",1954-10-25,NA,1954,5.23666666666667,"Silicate_umolL",NA
"135","PHB","Port Hacking",1954-11-01,-1.50862194517489,1954,5.76033333333333,"Phosphate_umolL",0.03
"136","PHB","Port Hacking",1954-11-01,-1.40803529732708,1954,5.76033333333333,"Salinity_psu",35.317
"137","PHB","Port Hacking",1954-11-01,-1.3557054523155,1954,5.76033333333333,"Phosphate_umolL",0.06
"138","PHB","Port Hacking",1954-11-01,-0.815003944122959,1954,5.76033333333333,"Nitrate_umolL",0.1
"139","PHB","Port Hacking",1954-11-01,-0.668274887924032,1954,5.76033333333333,"Salinity_psu",35.407
"140","PHB","Port Hacking",1954-11-01,-0.230778940117,1954,5.76033333333333,"Nitrate_umolL",1.9
"141","PHB","Port Hacking",1954-11-01,0.994965218584918,1954,5.76033333333333,"Temperature_degC",20
"142","PHB","Port Hacking",1954-11-01,1.39918364973148,1954,5.76033333333333,"Temperature_degC",20.9
"143","PHB","Port Hacking",1954-11-01,NA,1954,5.76033333333333,"Silicate_umolL",NA
"144","PHB","Port Hacking",1954-11-07,-2.29574778861075,1954,5.76033333333333,"Salinity_psu",35.209
"145","PHB","Port Hacking",1954-11-07,-0.782546999455961,1954,5.76033333333333,"Nitrate_umolL",0.2
"146","PHB","Port Hacking",1954-11-07,-0.693067316591499,1954,5.76033333333333,"Phosphate_umolL",0.19
"147","PHB","Port Hacking",1954-11-07,-0.198321995450002,1954,5.76033333333333,"Nitrate_umolL",2
"148","PHB","Port Hacking",1954-11-07,0.860225741536063,1954,5.76033333333333,"Temperature_degC",19.7
"149","PHB","Port Hacking",1954-11-07,1.17461785465006,1954,5.76033333333333,"Temperature_degC",20.4
"150","PHB","Port Hacking",1954-11-07,NA,1954,5.76033333333333,"Salinity_psu",NA
"151","PHB","Port Hacking",1954-11-07,NA,1954,5.76033333333333,"Silicate_umolL",NA
"152","PHB","Port Hacking",1954-11-25,-1.61056627374781,1954,5.76033333333333,"Phosphate_umolL",0.01
"153","PHB","Port Hacking",1954-11-25,-1.3557054523155,1954,5.76033333333333,"Phosphate_umolL",0.06
"154","PHB","Port Hacking",1954-11-25,-0.844215194323257,1954,5.76033333333333,"Nitrate_umolL",0.01
"155","PHB","Port Hacking",1954-11-25,-0.750090054788963,1954,5.76033333333333,"Nitrate_umolL",0.3
"156","PHB","Port Hacking",1954-11-25,0.37560924534478,1954,5.76033333333333,"Salinity_psu",35.534
"157","PHB","Port Hacking",1954-11-25,0.523561327225401,1954,5.76033333333333,"Salinity_psu",35.552
"158","PHB","Port Hacking",1954-11-25,1.26444417268263,1954,5.76033333333333,"Temperature_degC",20.6
"159","PHB","Port Hacking",1954-11-25,1.3542704907152,1954,5.76033333333333,"Temperature_degC",20.8
"160","PHB","Port Hacking",1954-11-25,NA,1954,5.76033333333333,"Silicate_umolL",NA
"161","PHB","Port Hacking",1954-11-30,-0.998900302310269,1954,5.76033333333333,"Phosphate_umolL",0.13
"162","PHB","Port Hacking",1954-11-30,-0.845983809450884,1954,5.76033333333333,"Phosphate_umolL",0.16
"163","PHB","Port Hacking",1954-11-30,-0.295692829450995,1954,5.76033333333333,"Nitrate_umolL",1.7
"164","PHB","Port Hacking",1954-11-30,-0.216199082177649,1954,5.76033333333333,"Salinity_psu",35.462
"165","PHB","Port Hacking",1954-11-30,-0.0360372721150134,1954,5.76033333333333,"Nitrate_umolL",2.5
"166","PHB","Port Hacking",1954-11-30,0.0797050815835362,1954,5.76033333333333,"Salinity_psu",35.498
"167","PHB","Port Hacking",1954-11-30,1.26444417268263,1954,5.76033333333333,"Temperature_degC",20.6
"168","PHB","Port Hacking",1954-11-30,1.80340208087805,1954,5.76033333333333,"Temperature_degC",21.8
"169","PHB","Port Hacking",1954-11-30,NA,1954,5.76033333333333,"Silicate_umolL",NA
"170","PHB","Port Hacking",1954-12-08,-1.3557054523155,1954,6.284,"Phosphate_umolL",0.06
"171","PHB","Port Hacking",1954-12-08,-0.998900302310269,1954,6.284,"Phosphate_umolL",0.13
"172","PHB","Port Hacking",1954-12-08,0.227657163464158,1954,6.284,"Salinity_psu",35.516
"173","PHB","Port Hacking",1954-12-08,0.523561327225401,1954,6.284,"Salinity_psu",35.552
"174","PHB","Port Hacking",1954-12-08,1.53392312678034,1954,6.284,"Temperature_degC",21.2
"175","PHB","Port Hacking",1954-12-08,1.66866260382919,1954,6.284,"Temperature_degC",21.5
"176","PHB","Port Hacking",1954-12-08,NA,1954,6.284,"Nitrate_umolL",NA
"177","PHB","Port Hacking",1954-12-08,NA,1954,6.284,"Silicate_umolL",NA
"178","PHB","Port Hacking",1955-01-12,-1.61056627374781,1955,0.523666666666667,"Phosphate_umolL",0.01
"179","PHB","Port Hacking",1955-01-12,-0.844215194323257,1955,0.523666666666667,"Nitrate_umolL",0.01
"180","PHB","Port Hacking",1955-01-12,-0.65271922078797,1955,0.523666666666667,"Nitrate_umolL",0.6
"181","PHB","Port Hacking",1955-01-12,0.37560924534478,1955,0.523666666666667,"Salinity_psu",35.534
"182","PHB","Port Hacking",1955-01-12,0.523561327225401,1955,0.523666666666667,"Salinity_psu",35.552
"183","PHB","Port Hacking",1955-01-12,1.3542704907152,1955,0.523666666666667,"Temperature_degC",20.8
"184","PHB","Port Hacking",1955-01-12,NA,1955,0.523666666666667,"Silicate_umolL",NA
"185","PHB","Port Hacking",1955-01-16,-1.3557054523155,1955,0.523666666666667,"Phosphate_umolL",0.06
"186","PHB","Port Hacking",1955-01-16,-0.620262276120972,1955,0.523666666666667,"Nitrate_umolL",0.7
"187","PHB","Port Hacking",1955-01-16,-0.360606718784991,1955,0.523666666666667,"Nitrate_umolL",1.5
"188","PHB","Port Hacking",1955-01-16,0.819465490986645,1955,0.523666666666667,"Salinity_psu",35.588
"189","PHB","Port Hacking",1955-01-16,1.11536965474789,1955,0.523666666666667,"Salinity_psu",35.624
"190","PHB","Port Hacking",1955-01-16,1.44409680874777,1955,0.523666666666667,"Temperature_degC",21
"191","PHB","Port Hacking",1955-01-16,1.48900996776405,1955,0.523666666666667,"Temperature_degC",21.1
"192","PHB","Port Hacking",1955-01-16,NA,1955,0.523666666666667,"Silicate_umolL",NA
"193","PHB","Port Hacking",1955-01-26,-0.998900302310269,1955,0.523666666666667,"Phosphate_umolL",0.13
"194","PHB","Port Hacking",1955-01-26,-0.693067316591499,1955,0.523666666666667,"Phosphate_umolL",0.19
"195","PHB","Port Hacking",1955-01-26,-0.587805331453975,1955,0.523666666666667,"Nitrate_umolL",0.8
"196","PHB","Port Hacking",1955-01-26,-0.555348386786977,1955,0.523666666666667,"Nitrate_umolL",0.9
"197","PHB","Port Hacking",1955-01-26,0.671513409106023,1955,0.523666666666667,"Salinity_psu",35.57
"198","PHB","Port Hacking",1955-01-26,0.819465490986645,1955,0.523666666666667,"Salinity_psu",35.588
"199","PHB","Port Hacking",1955-01-26,2.16270735300833,1955,0.523666666666667,"Temperature_degC",22.6
"200","PHB","Port Hacking",1955-01-26,2.43218630710604,1955,0.523666666666667,"Temperature_degC",23.2
"201","PHB","Port Hacking",1955-01-26,NA,1955,0.523666666666667,"Silicate_umolL",NA
"202","PHB","Port Hacking",1955-02-06,-1.50862194517489,1955,1.04733333333333,"Phosphate_umolL",0.03
"203","PHB","Port Hacking",1955-02-06,-0.844215194323257,1955,1.04733333333333,"Nitrate_umolL",0.01
"204","PHB","Port Hacking",1955-02-06,-0.668274887924032,1955,1.04733333333333,"Salinity_psu",35.407
"205","PHB","Port Hacking",1955-02-06,-0.620262276120972,1955,1.04733333333333,"Nitrate_umolL",0.7
"206","PHB","Port Hacking",1955-02-06,-0.512103245938892,1955,1.04733333333333,"Salinity_psu",35.426
"207","PHB","Port Hacking",1955-02-06,1.84831523989433,1955,1.04733333333333,"Temperature_degC",21.9
"208","PHB","Port Hacking",1955-02-06,2.02796787595947,1955,1.04733333333333,"Temperature_degC",22.3
"209","PHB","Port Hacking",1955-02-06,NA,1955,1.04733333333333,"Silicate_umolL",NA
"210","PHB","Port Hacking",1955-02-14,-1.85189154296895,1955,1.04733333333333,"Salinity_psu",35.263
"211","PHB","Port Hacking",1955-02-14,-0.816226969804595,1955,1.04733333333333,"Salinity_psu",35.389
"212","PHB","Port Hacking",1955-02-14,-0.750090054788963,1955,1.04733333333333,"Nitrate_umolL",0.3
"213","PHB","Port Hacking",1955-02-14,-0.693067316591499,1955,1.04733333333333,"Phosphate_umolL",0.19
"214","PHB","Port Hacking",1955-02-14,-0.620262276120972,1955,1.04733333333333,"Nitrate_umolL",0.7
"215","PHB","Port Hacking",1955-02-14,-0.336262166586268,1955,1.04733333333333,"Phosphate_umolL",0.26
"216","PHB","Port Hacking",1955-02-14,1.71357576284548,1955,1.04733333333333,"Temperature_degC",21.6
"217","PHB","Port Hacking",1955-02-14,2.2525336710409,1955,1.04733333333333,"Temperature_degC",22.8
"218","PHB","Port Hacking",1955-02-14,NA,1955,1.04733333333333,"Silicate_umolL",NA
"219","PHB","Port Hacking",1955-02-20,-0.998900302310269,1955,1.04733333333333,"Phosphate_umolL",0.13
"220","PHB","Port Hacking",1955-02-20,-0.845983809450884,1955,1.04733333333333,"Phosphate_umolL",0.16
"221","PHB","Port Hacking",1955-02-20,-0.512103245938892,1955,1.04733333333333,"Salinity_psu",35.426
"222","PHB","Port Hacking",1955-02-20,0.0288766172189821,1955,1.04733333333333,"Nitrate_umolL",2.7
"223","PHB","Port Hacking",1955-02-20,1.39918364973148,1955,1.04733333333333,"Temperature_degC",20.9
"224","PHB","Port Hacking",1955-02-20,1.53392312678034,1955,1.04733333333333,"Temperature_degC",21.2
"225","PHB","Port Hacking",1955-02-20,NA,1955,1.04733333333333,"Silicate_umolL",NA
"226","PHB","Port Hacking",1955-03-01,-1.3557054523155,1955,1.571,"Phosphate_umolL",0.06
"227","PHB","Port Hacking",1955-03-01,-0.816226969804595,1955,1.571,"Salinity_psu",35.389
"228","PHB","Port Hacking",1955-03-01,-0.512103245938892,1955,1.571,"Salinity_psu",35.426
"229","PHB","Port Hacking",1955-03-01,-0.490434497452981,1955,1.571,"Nitrate_umolL",1.1
"230","PHB","Port Hacking",1955-03-01,-0.295692829450995,1955,1.571,"Nitrate_umolL",1.7
"231","PHB","Port Hacking",1955-03-01,2.20762051202461,1955,1.571,"Temperature_degC",22.7
"232","PHB","Port Hacking",1955-03-01,2.47709946612232,1955,1.571,"Temperature_degC",23.3
"233","PHB","Port Hacking",1955-03-01,NA,1955,1.571,"Silicate_umolL",NA
"234","PHB","Port Hacking",1955-03-08,-1.15181679516965,1955,1.571,"Phosphate_umolL",0.1
"235","PHB","Port Hacking",1955-03-08,-0.998900302310269,1955,1.571,"Phosphate_umolL",0.13
"236","PHB","Port Hacking",1955-03-08,2.70166526120375,1955,1.571,"Temperature_degC",23.8
"237","PHB","Port Hacking",1955-03-08,NA,1955,1.571,"Nitrate_umolL",NA
"238","PHB","Port Hacking",1955-03-08,NA,1955,1.571,"Salinity_psu",NA
"239","PHB","Port Hacking",1955-03-08,NA,1955,1.571,"Silicate_umolL",NA
"240","PHB","Port Hacking",1955-03-08,NA,1955,1.571,"Temperature_degC",NA
"241","PHB","Port Hacking",1955-03-15,-0.998900302310269,1955,1.571,"Phosphate_umolL",0.13
"242","PHB","Port Hacking",1955-03-15,-0.845983809450884,1955,1.571,"Phosphate_umolL",0.16
"243","PHB","Port Hacking",1955-03-15,-0.555348386786977,1955,1.571,"Nitrate_umolL",0.9
"244","PHB","Port Hacking",1955-03-15,-0.457977552785984,1955,1.571,"Nitrate_umolL",1.2
"245","PHB","Port Hacking",1955-03-15,2.16270735300833,1955,1.571,"Temperature_degC",22.6
"246","PHB","Port Hacking",1955-03-15,2.29744683005718,1955,1.571,"Temperature_degC",22.9
"247","PHB","Port Hacking",1955-03-15,NA,1955,1.571,"Salinity_psu",NA
"248","PHB","Port Hacking",1955-03-15,NA,1955,1.571,"Silicate_umolL",NA
"249","PHB","Port Hacking",1955-03-28,-4.52324857692448,1955,1.571,"Salinity_psu",34.938
"250","PHB","Port Hacking",1955-03-28,-2.44369987049138,1955,1.571,"Salinity_psu",35.191
"251","PHB","Port Hacking",1955-03-28,-0.998900302310269,1955,1.571,"Phosphate_umolL",0.13
"252","PHB","Port Hacking",1955-03-28,-0.717633110121965,1955,1.571,"Nitrate_umolL",0.4
"253","PHB","Port Hacking",1955-03-28,-0.65271922078797,1955,1.571,"Nitrate_umolL",0.6
"254","PHB","Port Hacking",1955-03-28,-0.489178659445653,1955,1.571,"Phosphate_umolL",0.23
"255","PHB","Port Hacking",1955-03-28,2.79149157923632,1955,1.571,"Temperature_degC",24
"256","PHB","Port Hacking",1955-03-28,NA,1955,1.571,"Silicate_umolL",NA
"257","PHB","Port Hacking",1955-03-28,NA,1955,1.571,"Temperature_degC",NA
"258","PHB","Port Hacking",1955-04-04,-1.50862194517489,1955,2.09466666666667,"Phosphate_umolL",0.03
"259","PHB","Port Hacking",1955-04-04,-1.3557054523155,1955,2.09466666666667,"Phosphate_umolL",0.06
"260","PHB","Port Hacking",1955-04-04,-0.425520608118986,1955,2.09466666666667,"Nitrate_umolL",1.3
"261","PHB","Port Hacking",1955-04-04,-0.216199082177649,1955,2.09466666666667,"Salinity_psu",35.462
"262","PHB","Port Hacking",1955-04-04,-0.0684942167820111,1955,2.09466666666667,"Nitrate_umolL",2.4
"263","PHB","Port Hacking",1955-04-04,-0.0682470002970854,1955,2.09466666666667,"Salinity_psu",35.48
"264","PHB","Port Hacking",1955-04-04,2.52201262513861,1955,2.09466666666667,"Temperature_degC",23.4
"265","PHB","Port Hacking",1955-04-04,2.70166526120375,1955,2.09466666666667,"Temperature_degC",23.8
"266","PHB","Port Hacking",1955-04-04,NA,1955,2.09466666666667,"Silicate_umolL",NA
"267","PHB","Port Hacking",1955-04-12,-1.70393946108832,1955,2.09466666666667,"Salinity_psu",35.281
"268","PHB","Port Hacking",1955-04-12,-1.26008321544646,1955,2.09466666666667,"Salinity_psu",35.335
