Latitude,Longitude,Year,Month,Day,sea_surface_temperature,GSLA,chl_oc3
-42.59667,148.23333,2013,1,29,NA,0.039590477448319006,NA
-42.59667,148.23333,2013,2,14,29.62233303950302,0.04038562112356994,NA
-42.59667,148.23333,2013,3,13,NA,0.033718772339009474,NA
-42.59667,148.23333,2013,4,24,27.745413416796055,0.14671879933656443,NA
-42.59667,148.23333,2013,5,28,NA,0.09642822347871713,NA
-42.59667,148.23333,2013,6,11,NA,0.034857405350397296,NA
-42.59667,148.23333,2013,8,7,27.93511793514716,0.03857598461843651,0.11784665673971176
-42.59667,148.23333,2013,8,21,29.482986365500835,0.042008618858775444,0.16226585641503333
-42.59667,148.23333,2013,9,24,27.74938394696221,0.018149814058655674,0.07804833855479956
-42.59667,148.23333,2013,11,17,NA,0.023886184568588854,0.14878526992268032
-42.59667,148.23333,2013,12,17,29.896122942864906,0.03690616069112399,NA
-42.59667,148.23333,2014,1,22,NA,0.07045657560665267,NA
-42.59667,148.23333,2014,2,5,NA,0.015869867089863123,NA
-42.59667,148.23333,2014,3,18,27.689703684672736,0.11624096329511921,NA
-42.59667,148.23333,2014,4,8,26.744290039315842,0.05140186651791492,NA
-42.59667,148.23333,2014,5,16,NA,0.1194217504733568,NA
-42.59667,148.23333,2014,6,19,NA,0.06494907439469721,NA
-42.59667,148.23333,2014,7,3,NA,0.062101270194902414,NA
-42.59667,148.23333,2014,8,7,27.24793062869361,0.056910129635812934,0.034775879234075546
-42.59667,148.23333,2014,8,21,NA,0.04514628398778369,NA
-42.59667,148.23333,2014,9,15,27.318653665545128,0.08713444857067154,NA
-42.59667,148.23333,2014,10,29,NA,0.03796560511498024,NA
-42.59667,148.23333,2014,11,27,25.737187251239106,0.022052590508493484,NA
-42.59667,148.23333,2014,12,8,NA,0.011097809153750434,NA
-42.59667,148.23333,2015,2,24,29.880790801618332,0.06007151613182163,0.13691094217971825
-42.59667,148.23333,2015,3,12,30.064237553840314,0.04391565361423843,0.13425573103484653
-42.59667,148.23333,2015,4,21,NA,0.0921555669545232,NA
-42.59667,148.23333,2015,5,26,NA,0.05447942258098973,NA
-42.59667,148.23333,2015,7,23,NA,0.09032662933178703,0.10863371038188536
-42.59667,148.23333,2015,8,11,26.87477032655761,0.023665285319718964,NA
-42.59667,148.23333,2015,10,1,NA,0.02701969722402176,NA
-42.59667,148.23333,2015,11,18,29.471392186059006,0.022693037967785042,NA
-42.59667,148.23333,2015,12,16,NA,0.040471552076392386,0.10058520417660474
-42.59667,148.23333,2016,2,9,29.488942635444516,0.061037950345627395,0.12207902719577153
-42.59667,148.23333,2016,3,3,NA,0.08751588621654084,NA
-42.59667,148.23333,2016,3,21,NA,0.12711153159476904,NA
-42.59667,148.23333,2016,4,28,NA,0.10757656165313376,NA
-42.59667,148.23333,2016,5,30,29.4250113707036,0.11800912614243303,NA
-42.59667,148.23333,2016,6,30,28.446391299768607,0.05717331925037435,NA
-42.59667,148.23333,2016,7,20,NA,0.06768719089391702,NA
-42.59667,148.23333,2016,8,31,28.558748964515246,0.03134497787042572,NA
-42.59667,148.23333,2016,9,27,28.648962794155636,0.02897825916812165,0.531132161617279
-42.59667,148.23333,2016,11,17,NA,0.019081625905668753,0.11878977747013171
-42.59667,148.23333,2017,1,4,NA,0.06735068297945017,0.10798402035489996
-42.59667,148.23333,2017,2,23,NA,0.08256675961160208,0.1145614118874073
-42.59667,148.23333,2017,3,23,NA,0.025021926430377133,NA
-42.59667,148.23333,2017,4,12,NA,0.049027346388980986,NA
-42.59667,148.23333,2017,6,1,NA,0.07585843421224069,NA
-42.59667,148.23333,2017,6,26,NA,0.10224091444240072,NA
-42.59667,148.23333,2017,8,1,NA,0.052176144221373344,NA
-42.59667,148.23333,2017,9,21,26.160074202716373,0.010500788124275528,NA
-42.59667,148.23333,2017,10,15,28.17792082987728,0.006370836067324859,NA
-42.59667,148.23333,2017,11,23,NA,0.029450811041765217,0
-42.59667,148.23333,2017,12,17,27.60925751309844,0.09200132463060662,NA
-42.59667,148.23333,2018,1,16,NA,0.033583329414655395,0
-42.59667,148.23333,2018,3,1,NA,0.09820956986457943,0
-42.59667,148.23333,2018,3,15,NA,0.1258877206903392,NA
-42.59667,148.23333,2018,4,18,NA,0.09624041440073058,NA
-42.59667,148.23333,2018,6,5,NA,0.1420752198833471,NA
-42.59667,148.23333,2018,6,27,NA,0.08412907648407321,NA
-42.59667,148.23333,2018,7,11,NA,0.11011950526393631,NA
-42.59667,148.23333,2018,9,19,NA,0.059584830959558195,NA
-42.59667,148.23333,2018,10,18,NA,0.0333595874773602,NA
-42.59667,148.23333,2018,12,4,NA,0.03740754385467736,NA
-42.59667,148.23333,2019,1,6,NA,0.02623105916103337,NA
-42.59667,148.23333,2019,3,20,NA,0.04804657750501829,NA
-42.59667,148.23333,2019,4,30,29.109063603356503,0.09532524304613513,0.12409046087414026
-42.59667,148.23333,2019,6,24,27.560333576425933,0.06697484473471381,NA
-42.59667,148.23333,2019,7,31,NA,0.08193405788510545,NA
-42.59667,148.23333,2019,8,28,NA,0.04620082357634431,0.019105339733262856
-42.59667,148.23333,2019,9,25,NA,0.02520406685498218,0.162276491522789
-42.59667,148.23333,2019,10,15,NA,0.038161705763963,NA
-42.59667,148.23333,2019,11,21,28.010166586612684,0.0349234181807084,0.421584193110466
-42.59667,148.23333,2019,12,10,29.953601691258314,0.05108771206083589,0.31944823265075684
-42.59667,148.23333,2020,1,6,NA,NA,NA
-42.59667,148.23333,2020,2,23,NA,NA,0.17636701494455337
-42.59667,148.23333,2020,5,26,NA,NA,0.8958019344736973
-42.59667,148.23333,2020,6,28,NA,NA,NA
-42.59667,148.23333,2020,8,10,28.99137337791427,NA,NA
-42.59667,148.23333,2020,9,9,26.07060611339716,NA,0.10361462906002998
-42.59667,148.23333,2020,9,28,NA,NA,NA
-42.59667,148.23333,2020,10,20,29.020212895985935,NA,0.4395230482983333
-42.59667,148.23333,2020,11,18,NA,NA,0.18373017633954683
-42.59667,148.23333,2021,1,6,NA,NA,0.2419188815355301
-42.59667,148.23333,2021,2,15,NA,NA,NA
-42.59667,148.23333,2021,3,29,NA,NA,NA
-42.59667,148.23333,2021,4,28,NA,NA,NA
-42.59667,148.23333,2021,5,31,NA,NA,NA
-42.59667,148.23333,2021,6,25,NA,NA,NA
-42.59667,148.23333,2021,8,9,NA,NA,NA
-42.59667,148.23333,2021,8,31,NA,NA,NA
-42.59667,148.23333,2021,9,16,NA,NA,NA
-42.59667,148.23333,2021,10,31,29.262405944708746,NA,NA
-42.59667,148.23333,2021,11,16,NA,NA,NA
-42.59667,148.23333,2021,12,14,29.567363601783313,NA,NA
-42.59667,148.23333,2022,1,19,NA,NA,NA
-42.59667,148.23333,2022,3,10,NA,NA,NA
-42.59667,148.23333,2022,3,27,NA,NA,NA
-42.59667,148.23333,2022,5,10,NA,NA,NA
-42.59667,148.23333,2022,6,16,NA,NA,0.1201794318947941
-42.59667,148.23333,2022,7,4,29.626804529070398,NA,0.08377198968082666
-35.83217,136.44733,2008,2,11,30.015733706392382,0.009792231176877081,NA
-35.83217,136.44733,2008,3,15,30.175706750433903,0.03088730763179593,NA
-35.83217,136.44733,2008,4,14,NA,0.040810459130236953,NA
-35.83217,136.44733,2008,8,11,NA,0.01602961485053332,NA
-35.83217,136.44733,2008,10,19,29.045989992283296,0.05505813864770421,NA
-35.83217,136.44733,2008,11,10,29.702653838880394,0.001852937778349403,2.0570071935653687
-35.83217,136.44733,2008,12,11,31.49991640123102,0.004001923679918957,NA
-35.83217,136.44733,2009,1,14,26.764643959025875,0.0064471335052568935,NA
-35.83217,136.44733,2009,2,5,NA,0.006809122460778878,NA
-35.83217,136.44733,2009,3,7,30.409250525413825,0.014167480506004608,NA
-35.83217,136.44733,2009,6,1,26.305142096273244,0.03496931066205482,NA
-35.83217,136.44733,2009,10,7,27.70614064186816,0.013588975261158098,2.8871019794827415
-35.83217,136.44733,2009,11,15,29.61537082809957,0.011050412260489625,2.5755781987134148
-35.83217,136.44733,2009,12,15,30.38438240261752,0.0021532832483040776,NA
-35.83217,136.44733,2010,1,12,29.349373711351518,0.005785889043179264,NA
-35.83217,136.44733,2010,2,15,NA,0.007929671652660387,NA
-35.83217,136.44733,2010,3,15,30.42253843331713,0.010605343872552759,NA
-35.83217,136.44733,2010,4,19,27.304802956587366,0.013761877876140919,3.3007509231567385
-35.83217,136.44733,2010,7,21,23.73706930829212,0.05914068738905081,NA
-35.83217,136.44733,2010,11,20,28.770237911740935,0.014942090244609586,NA
-35.83217,136.44733,2010,12,13,NA,0.010418839024274453,NA
-35.83217,136.44733,2011,1,23,NA,0.013241551900411323,NA
-35.83217,136.44733,2011,2,23,29.552800754457735,0.019943252658516902,NA
-35.83217,136.44733,2011,3,19,NA,0.011871881342224527,NA
-35.83217,136.44733,2011,4,27,26.479685800801974,0.08314020365757915,NA
-35.83217,136.44733,2011,7,18,22.973995616659522,0.017336473396778893,NA
-35.83217,136.44733,2011,10,26,NA,0.006811991766137006,NA
-35.83217,136.44733,2011,11,15,NA,0.008180085968450884,NA
-35.83217,136.44733,2011,12,19,NA,0.0089903814363247,NA
-35.83217,136.44733,2012,1,16,NA,0.03498651189991835,NA
-35.83217,136.44733,2012,2,15,NA,0.029044462889183373,1.80221160252889
-35.83217,136.44733,2012,4,15,29.148165876561677,0.02595158060071795,1.9046602249145508
-35.83217,136.44733,2013,2,20,NA,0.05201450668619881,NA
-35.83217,136.44733,2013,4,23,29.559510291460924,0.07024450785609286,2.2536593079566956
-35.83217,136.44733,2013,5,6,28.675369880120797,0.06460697494222588,2.6781664424472384
-35.83217,136.44733,2013,8,27,24.448373312503122,0.015435359646724758,1.6980011463165283
-35.83217,136.44733,2014,1,22,30.030846556276117,0.012954669148876647,NA
-35.83217,136.44733,2014,3,13,NA,0.03236063746772487,NA
-35.83217,136.44733,2014,5,7,28.31011909218506,0.11042782516696423,2.563896764879641
-35.83217,136.44733,2014,7,13,23.535001610778295,0.06036861373104182,NA
-35.83217,136.44733,2014,10,29,28.557752382941544,0.01624590446252815,NA
-35.83217,136.44733,2014,12,1,29.7476986637339,0.014562561735445581,1.7433533668518066
-35.83217,136.44733,2015,2,24,NA,0.011678594499463374,NA
-35.83217,136.44733,2015,4,8,29.29114545444031,0.033317703918775136,2.733713838789198
-35.83217,136.44733,2015,6,29,24.57028049370274,0.03532122567794762,2.1081551752592387
-35.83217,136.44733,2015,9,9,25.212046711705625,0.014606943709356555,2.103971004486084
-35.83217,136.44733,2015,11,16,29.98192592095586,0.004170926606951206,3.669142985343933
-35.83217,136.44733,2016,2,23,31.02950420523996,0.012800225982365,NA
-35.83217,136.44733,2016,5,25,NA,0.07019915837491238,1.8761509316308158
-35.83217,136.44733,2016,9,15,26.43717684550211,0.009534548795368693,NA
-35.83217,136.44733,2016,11,18,30.143487322423653,0.028314380782040707,NA
-35.83217,136.44733,2017,3,15,31.221887619979725,0.01717832430129525,NA
-35.83217,136.44733,2017,5,18,27.605520539668703,0.018476400492704013,NA
-35.83217,136.44733,2017,9,8,25.729684783052676,0.01116403801482927,1.7232467586343938
-35.83217,136.44733,2017,11,29,30.054769076686398,0.01098683106221293,NA
-35.83217,136.44733,2018,3,7,29.460795470047742,0.01058626951306975,0
-35.83217,136.44733,2018,5,15,26.118913913052552,0.0725927734457788,NA
-35.83217,136.44733,2018,8,20,23.611880261823558,0.0249568919475684,NA
-35.83217,136.44733,2018,12,4,NA,0.013562991613565145,NA
-35.83217,136.44733,2019,3,20,NA,0.017516472261977722,NA
-35.83217,136.44733,2019,5,14,26.45426110131666,0.08653316310527182,2.634682367245356
-35.83217,136.44733,2019,9,9,24.358156762737792,0.02152825005433615,NA
-35.83217,136.44733,2019,11,27,30.302138719769857,0.034618415891972724,2.2885721496173312
-35.83217,136.44733,2020,2,4,NA,NA,NA
-35.83217,136.44733,2020,5,27,NA,NA,2.1890958388646444
-35.83217,136.44733,2020,11,23,30.84815301205964,NA,NA
-35.83217,136.44733,2021,2,2,31.704593637120013,NA,NA
-35.83217,136.44733,2021,5,5,28.301691526547074,NA,3.0916854468258945
-35.83217,136.44733,2021,9,14,26.291960779251554,NA,NA
-35.83217,136.44733,2021,11,22,29.57174079222608,NA,NA
-35.83217,136.44733,2022,1,28,NA,NA,NA
-35.83217,136.44733,2022,5,9,26.416476933658146,NA,NA
-34.11923,151.22667,2009,2,23,29.502611717357354,0.09830924877542613,0.0070393855074563855
-34.11923,151.22667,2009,3,18,29.863024610827097,0.13706266552079818,NA
-34.11923,151.22667,2009,4,22,NA,0.2287969419986877,NA
-34.11923,151.22667,2009,5,18,26.5988562902906,0.1071826408069217,NA
-34.11923,151.22667,2009,6,23,26.49800007922613,0.24558619321563183,0.12911329860799015
-34.11923,151.22667,2009,7,14,NA,0.2381118187505809,NA
-34.11923,151.22667,2009,8,19,25.41912159311471,0.00619535196008118,0.08046683087944985
-34.11923,151.22667,2009,9,20,24.81119912284794,0.022109302014082812,0.04559088304638863
-34.11923,151.22667,2009,9,24,25.35991749390962,0.09644377641798789,0.023218964894735957
-34.11923,151.22667,2009,10,11,25.307138553466643,0.12656773894623527,NA
-34.11923,151.22667,2009,10,18,26.17214146353149,0.10787794267607624,NA
-34.11923,151.22667,2009,11,10,26.72053183875522,0.1053902379188876,NA
-34.11923,151.22667,2009,12,6,25.337013110676082,0.004841419243323627,0.1399353171388308
-34.11923,151.22667,2010,1,19,NA,0.1960760921284627,0.10288156561401425
-34.11923,151.22667,2010,2,18,30.210132092002198,0.15068125363701637,NA
-34.11923,151.22667,2010,3,16,24.617961830832087,0.034560427339637816,NA
-34.11923,151.22667,2010,4,13,28.223356362016773,0.05092309000263771,0.03303579008206725
-34.11923,151.22667,2010,5,10,26.956999726718948,0.2968235717948939,NA
-34.11923,151.22667,2010,6,9,26.50190463018373,0.054893072075255095,0.09665438465162879
-34.11923,151.22667,2010,7,2,23.522850216738902,0.15841845121749903,NA
-34.11923,151.22667,2010,8,17,NA,0.07754045035834363,NA
-34.11923,151.22667,2010,9,8,26.373915414661212,0.09103810294050325,0.05037746950984001
-34.11923,151.22667,2010,10,13,27.64846134424363,0.03871459163067971,NA
-34.11923,151.22667,2010,10,19,27.30884905749099,0.01619413120107427,NA
-34.11923,151.22667,2010,11,10,27.6949958847091,0.017945157401614453,0.06145156470035583
-34.11923,151.22667,2010,12,13,30.077873964671767,NA,NA
-34.11923,151.22667,2011,2,3,NA,0.18637439869054911,NA
-34.11923,151.22667,2011,2,28,NA,0.040046617734576476,NA
-34.11923,151.22667,2011,3,29,29.283870038390205,0.06473544156848751,NA
-34.11923,151.22667,2011,4,20,29.158057798650134,0.1117493359188383,NA
-34.11923,151.22667,2011,5,17,25.852098645349713,0.11239460356699,NA
-34.11923,151.22667,2011,6,19,24.840470871595414,0.17733466692006664,NA
-34.11923,151.22667,2011,7,17,25.479423336262244,0.284275776241656,0.14016609584412923
-34.11923,151.22667,2011,8,29,25.141951461966812,0.025461545001318857,0.09571826081116531
-34.11923,151.22667,2011,9,14,24.749875397309665,0.033341980376298964,0.10949181392788887
-34.11923,151.22667,2011,10,18,NA,0.08528745604722593,NA
-34.11923,151.22667,2011,11,17,27.59916954445856,0.07842442365071095,0.34429723024368286
-34.11923,151.22667,2011,12,6,29.225411618817645,0.03008893506810587,0.04733555563045352
-34.11923,151.22667,2012,2,12,28.519203453660054,0.18657914194514075,0.026874683590398893
-34.11923,151.22667,2012,3,11,NA,0.026355314988522685,NA
-34.11923,151.22667,2012,5,17,26.607618585183957,0.2194258825879536,NA
-34.11923,151.22667,2012,6,28,26.210306569038266,0.07575093535335828,0.1387956852226385
-34.11923,151.22667,2012,7,17,25.78547867605465,0.01725125228189574,0.12775763027369977
-34.11923,151.22667,2012,8,21,NA,0.05811575847283049,NA
-34.11923,151.22667,2012,9,17,24.872226385530098,0.1406356264752708,0.07582414132775739
-34.11923,151.22667,2012,10,9,26.76047618269922,0.11233636687523511,0.05355961356312036
-34.11923,151.22667,2012,11,20,NA,0.02567755592949007,0.04774800615142221
-34.11923,151.22667,2012,12,18,27.72674201190472,0.04811825085580293,0.04414835892384872
-34.11923,151.22667,2013,1,24,NA,0.052274644617433745,NA
-34.11923,151.22667,2013,2,27,NA,0.10436252253352035,0.06193527456495788
-34.11923,151.22667,2013,3,19,27.797787776589416,0.21153210341863388,NA
-34.11923,151.22667,2013,4,22,27.422309510161483,0.0902707687075868,NA
-34.11923,151.22667,2013,5,14,26.28454108531588,0.14838936108525475,0.02223103972910731
-34.11923,151.22667,2013,6,11,25.682114069946124,0.2527747990949737,0.03250752774314308
-34.11923,151.22667,2013,7,25,NA,0.05080137742307947,NA
-34.11923,151.22667,2013,8,26,24.444061361720117,0.014191323455358368,NA
-34.11923,151.22667,2013,9,15,24.91391731753947,0.23538800021640727,0.061066911965608595
-34.11923,151.22667,2013,10,20,26.447915817869102,0.06758456972583488,NA
-34.11923,151.22667,2013,10,27,25.990445369053646,0.09017707823669154,NA
-34.11923,151.22667,2013,12,2,27.30604795005172,0.1103020013219535,0.07387026718684606
-34.11923,151.22667,2014,1,20,27.09952878947064,0.05804327590679505,0.024856652999650453
-34.11923,151.22667,2014,2,11,28.372602822091437,0.06900340286573177,0.0471761506897482
-34.11923,151.22667,2014,3,17,28.13807453442365,0.23782327571258338,0.033052344209863804
-34.11923,151.22667,2014,4,27,27.753660700954526,0.28343933025543816,0.035080432603579195
-34.11923,151.22667,2014,5,15,27.63508150391283,0.17599947484329515,NA
-34.11923,151.22667,2014,6,12,26.437980431461256,0.3020684929036447,NA
-34.11923,151.22667,2014,7,16,25.4252916793572,0.07803900988483067,NA
-34.11923,151.22667,2014,8,24,24.05012596833774,0.03958989279362221,0.07674627358336812
-34.11923,151.22667,2014,9,11,24.796362244896613,0.03872518849705916,0.09541872993213474
-34.11923,151.22667,2014,10,21,25.084020141884707,0.20806311324065738,NA
-34.11923,151.22667,2014,11,12,25.74351334239344,0.03258232327688871,0.04251042886504105
-34.11923,151.22667,2014,12,8,27.544880022268217,0.0526706646524143,NA
-34.11923,151.22667,2015,1,21,28.326243647448734,0.0710710634336899,NA
-34.11923,151.22667,2015,2,25,28.471540364847385,0.13058964238601556,0.051658548414707184
-34.11923,151.22667,2015,3,30,27.224138279114754,0.06794062443618437,NA
-34.11923,151.22667,2015,5,18,26.34374083139005,0.21772514333514134,0.07214936404488981
-34.11923,151.22667,2015,6,30,25.709120992557075,0.08527731464864366,0.05036654852500016
-34.11923,151.22667,2015,7,23,25.361864732205902,NA,0.18488040675477282
-34.11923,151.22667,2015,8,19,24.622976290622773,0.12466076540664915,0.09345447269694532
-34.11923,151.22667,2015,10,13,25.20910097692007,0.12780838152788163,0.01985848576296121
-34.11923,151.22667,2015,11,15,27.785571089759515,0.13097335576086738,0.07401985893475599
-34.11923,151.22667,2015,12,15,27.950924474503893,0.05220052710629977,0.06383605661209334
-34.11923,151.22667,2016,2,1,29.383332407976013,0.015946164527795157,0.053397224393001826
-34.11923,151.22667,2016,2,29,27.909502941499284,0.33102406421192376,NA
-34.11923,151.22667,2016,4,7,26.91101107783618,0.14012430313653898,0.0173135293451579
-34.11923,151.22667,2016,5,2,27.929057469903967,0.0251781545175713,0.03626315395165046
-34.11923,151.22667,2016,6,15,25.665184256207453,0.30546164805240383,NA
-34.11923,151.22667,2016,7,19,26.203790603996254,0.11251817933184573,NA
-34.11923,151.22667,2016,8,29,25.81760291190386,0.054944328302788926,0.06598450757170979
-34.11923,151.22667,2016,9,26,26.3897424979001,0.17258133653690091,NA
-34.11923,151.22667,2016,10,30,25.974394652396484,0.2509846608239784,0
-34.11923,151.22667,2016,12,4,27.67485625347257,0.10639878502353575,NA
-34.11923,151.22667,2017,2,5,28.67218478553241,0.23787813658047552,NA
-34.11923,151.22667,2017,3,21,NA,0.14485068591396702,NA
-34.11923,151.22667,2017,4,19,27.11644183441092,0.1776481800286601,0.05337768797488773
-34.11923,151.22667,2017,5,17,26.6860876654834,0.06922587013212307,NA
-34.11923,151.22667,2017,6,14,NA,0.11949288561071937,NA
-34.11923,151.22667,2017,7,16,25.459438774026978,0.19167581079900065,NA
-34.11923,151.22667,2017,8,21,24.760780771293355,0.24204655726179233,NA
-34.11923,151.22667,2017,9,21,25.746074211969983,0.09322093630762546,NA
-34.11923,151.22667,2017,10,24,26.645230083782224,0.16582574921840007,NA
-34.11923,151.22667,2017,12,11,26.752638721669257,0.036949759227085155,NA
-34.11923,151.22667,2018,1,23,NA,0.04354502866702827,NA
-34.11923,151.22667,2018,2,21,NA,0.06433243458864138,0
-34.11923,151.22667,2018,3,26,28.765831919511186,0.05210136838476759,NA
-34.11923,151.22667,2018,5,28,26.29369443858718,0.11139789259210009,0.0725763856875235
-34.11923,151.22667,2018,6,26,26.815487580125534,0.28811022344051507,NA
-34.11923,151.22667,2018,7,24,24.933136586169724,0.08495719713732013,0.07376553193763505
-34.11923,151.22667,2018,9,5,25.765219284072543,NA,0.0673935526671509
-34.11923,151.22667,2018,9,27,24.908410351362193,0.07032928278712845,0.05010098955877449
-34.11923,151.22667,2018,11,20,27.07763298751786,NA,NA
-34.11923,151.22667,2018,12,18,29.26466732853453,NA,0.09574294956805914
-34.11923,151.22667,2019,1,21,27.75228796957481,0.09814902415576884,0.05209145666315006
-34.11923,151.22667,2019,2,27,NA,0.29961310262837737,0
-34.11923,151.22667,2019,4,8,27.865769033737138,0.10303107570034895,0.060957785099744796
-34.11923,151.22667,2019,5,22,26.672977496382714,0.39906889381200034,0.05742856436572446
-34.11923,151.22667,2019,6,26,NA,0.09592055206478474,NA
-34.11923,151.22667,2019,7,29,23.361080731172137,0.17693792024282007,NA
-34.11923,151.22667,2019,8,27,25.393955775960876,0.01932232615628767,NA
-34.11923,151.22667,2019,9,23,24.889857900568416,0.06058016571803519,NA
-34.11923,151.22667,2019,10,28,25.81811789804499,0.06310343098678746,NA
-34.11923,151.22667,2019,11,18,NA,0.027106060510195384,NA
-34.11923,151.22667,2019,12,16,27.78869127544141,0.05489291345272301,0.07236148453214103
-34.11923,151.22667,2020,2,24,NA,NA,NA
-34.11923,151.22667,2020,5,20,26.980990351783134,NA,NA
-34.11923,151.22667,2020,6,9,NA,NA,NA
-34.11923,151.22667,2020,6,30,NA,NA,0.0033970784628763796
-34.11923,151.22667,2020,8,12,25.829055254397815,NA,0.06016620993614197
-34.11923,151.22667,2020,8,31,NA,NA,0
-34.11923,151.22667,2020,9,22,25.652287648394747,NA,0.002538512914907187
-34.11923,151.22667,2020,10,13,24.101918743838382,NA,NA
-34.11923,151.22667,2020,11,10,26.751310511045176,NA,NA
-34.11923,151.22667,2021,2,10,29.87817963314012,NA,NA
-34.11923,151.22667,2021,3,10,28.566354318206095,NA,NA
-34.11923,151.22667,2021,4,21,27.9513919200632,NA,0.04667894023566924
-34.11923,151.22667,2021,5,19,NA,NA,NA
-34.11923,151.22667,2021,6,15,25.331456869592273,NA,0.036733278755465865
-34.11923,151.22667,2021,10,27,27.49843676416208,NA,NA
-34.11923,151.22667,2021,11,9,28.100829422802633,NA,NA
-34.11923,151.22667,2021,11,24,28.431106730764213,NA,0.05411975834518671
-34.11923,151.22667,2021,12,15,28.730966802164914,NA,0.062047134041786196
-34.11923,151.22667,2022,1,23,NA,NA,NA
-34.11923,151.22667,2022,2,16,26.059100713487737,NA,NA
-34.11923,151.22667,2022,3,16,NA,NA,0.04743379685613844
-34.11923,151.22667,2022,4,26,NA,NA,NA
-34.11923,151.22667,2022,6,29,NA,NA,NA
-34.11923,151.22667,2022,8,2,27.349464839957704,NA,0.11627508953213692
-34.11758,151.21815,2002,2,19,29.642131621469844,0.1462677712550705,NA
-34.11758,151.21815,2002,3,18,NA,0.07393568542150172,NA
-34.11758,151.21815,2002,4,26,26.902126975953593,0.03714026587335023,NA
-34.11758,151.21815,2002,6,4,25.49000688444238,0.007604311313892746,NA
-34.11758,151.21815,2002,6,25,26.133623705928528,0.013046861886377855,NA
-34.11758,151.21815,2002,7,29,24.50587521810087,0.06054354294782781,NA
-34.11758,151.21815,2002,8,20,25.057554390318728,0.0664117644875431,0.08446061674200384
-34.11758,151.21815,2002,9,26,25.050536131785805,0.06343425506290017,0.054328687489032745
-34.11758,151.21815,2002,10,21,26.643970670420686,NA,0.06039045706391335
-34.11758,151.21815,2002,11,20,26.411927743516912,0.06289370093274849,0.0894176515555659
-34.11758,151.21815,2002,12,18,26.94713051058352,0.06399274203281345,NA
-34.11758,151.21815,2003,1,20,27.38255062713995,0.076898280255749,NA
-34.11758,151.21815,2003,2,11,28.72277336671266,0.013021429407067178,NA
-34.11758,151.21815,2003,3,19,28.27340311532845,0.1577596255086985,0.05980418011313304
-34.11758,151.21815,2003,4,23,NA,0.28997742983063357,NA
-34.11758,151.21815,2003,5,30,NA,0.1566265931105823,NA
-34.11758,151.21815,2003,6,30,25.85329169411216,0.02265186157271061,0.13782125279307367
